Collection Name,Title#1,Other Title#2,Other Title#3,Other Title#4,Name Part#1,Name Display Form#1,Name Type#1,Name Part#2,Name Display Form#2,Name Type#2,Type of Resource#1,Place Term#1,Publisher#1,Date Issued#1,Language Term#1,Language Term Code#1,Language Term Type#1,Internet Media Type#1,Extent#1,Digital Origin#1,Form#2,Form Authority#2,Form#3,Form Authority#3,Note#1,Subject Topic#1,Subject Geographic#1,Subject Geographic#2,Subject Geographic#3,Subject Geographic#4,Identifier#1,Identifier URI#1,Bibliographic Number#1,Physical Location#1,Shelf Locator#1,Rights#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Colorado Directories,"Cripple Creek District directory, 1912-13",,,,,,,,,,text,Denver (Colo.),Gazetteer Pub. Co.,1912,English,eng,text,application/pdf,1 volume,reformatted digital,regional directories,AAT,,,Includes Teller County.,,Cripple Creek (Colo.)--Directories,Teller County (Colo.)--Directories,,,narv_dir_Polks_CO_SPGS_1912-1913.pdf,Catalog record: http://libraries.colorado.edu/record=b8048015~S3,b80480159,"Special Collections, Archives & Preservation, University of Colorado Boulder",F782.T4 C74,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://w",102,4567,
Colorado Directories,"First annual city directory of Leadville, and business directory of Carbonateville, Kokomo and Malta, for 1879",,,,,,,,,,text,Denver (Colo.),Daily Times Steam Print. House and Book Manufactory,1879,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,commercial directories,AAT,,,Leadville (Colo.)--Directories,,,,narv_dir_LeadvilleBus_1879.pdf,Catalog record: http://libraries.colorado.edu/record=b1625751~S3,b16257510,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.L4 C3 1879,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://w",116,4567,narv_dir_LeadvilleBus_1879.pdf
Colorado Directories,Fort Collins city directory,Loveland city directory: including Fort Collins and Larimer County,,,"Courier Printing and Publishing Company (Fort Collins, Colo.)","Courier Printing and Publishing Company (Fort Collins, Colo.)",corporate,,,,text,Fort Collins (Colo.),Courier Printing and Publishing Company,1906,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,"On title page: Fort Collins city directory 1906, including a complete county directory of all the towns, post offices and rural routes in Larimer County.",,Fort Collins (Colo.)--Directories,Larimer County (Colo.)--Directories,,,narv_dir_lovelandCO_1906.pdf,Catalog record: http://libraries.colorado.edu/record=b8049441~S3,b80494419,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.F56 A18,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",68,4567,
Colorado Directories,"History of the city of Denver from its earliest settlement to the present time, by J. E. Wharton; to which is added a full and complete business directory of the city, by D. O. Wilhelm",,,,"Wharton, Junius E.","Wharton, Junius E.",personal,"Wilhelm, David O.","Wilhelm, David O.",personal,text,Denver (Colo.),"Byers & Dailey, Printers",1866,English,eng,text,application/pdf,1 volume,reformatted digital,books,AAT,commercial directories,AAT,,,Denver (Colo.)--History,Denver (Colo.)--Directories,,,narv_dir_histDenver.pdf,Catalog record: http://libraries.colorado.edu/record=b1398074~S3,b13980749,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.D4 W4,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",67,4567,
Colorado Directories,Lake County and Leadville city directory,,,,,,,,,,text,Leadville (Colo.),Excelsior Publishing Company,1895,English,eng,text,application/pdf,1 volume,reformatted digital,regional directories,AAT,city directories,AAT,On title page: Ballenger and Richards fifteenth annual Leadville city directory … for 1895.,,Leadville (Colo.)--Directories,Lake County (Colo.)--Directories,,,narv_dir_LeadvilleBus_1895_15th_new_ocr.pdf,Catalog record: http://libraries.colorado.edu/record=b2024947~S3,b20249470,"Special Collections, Archives & Preservation, University of Colorado Boulder",F782.L15 L3,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://w",132,4567,narv_dir_LeadvilleBus_1895_15th_new_ocr.pdf
Colorado Directories,"New Mexico state business directory and economic handbook, 1946-1947",,,,University of New Mexico. Bureau of Business Research,University of New Mexico. Bureau of Business Research,corporate,,,,text,Albuquerque (N.M.),"Bureau of Business Research, University of New Mexico",1947,English,eng,text,application/pdf,1 volume,reformatted digital,commercial directories,AAT,,,,,New Mexico--Commerce--Directories,New Mexico--Directories,,,narv_dir_newMexico_1946-1947.pdf,Catalog record: http://libraries.colorado.edu/record=b1501875~S3,b15018751,"Special Collections, Archives & Preservation, University of Colorado Boulder",F794.7 B8,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",71,4567,
Colorado Directories,"New Mexico state business directory: including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,text,Denver (Colo.),Gazetter Pub. Co.,1915,English,eng,text,application/pdf,1 volume,reformatted digital,commercial directories,AAT,,,,,New Mexico--Directories,El Paso (Tex.)--Directories,Denver (Colo.)--Directories,,narv_dir_newMexico_1915.pdf,Catalog record: http://libraries.colorado.edu/record=b1061302~S3,b1061302x,"Special Collections, Archives & Preservation, University of Colorado Boulder",F794.7 A18,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://w",92,4567,
Colorado Directories,"New Mexico state business directory: including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,text,Denver (Colo.),Gazetter Pub. Co.,1916,English,eng,text,application/pdf,1 volume,reformatted digital,commercial directories,AAT,,,,,New Mexico--Directories,El Paso (Tex.)--Directories,Denver (Colo.)--Directories,,narv_dir_newMexico_1916.pdf,Catalog record: http://libraries.colorado.edu/record=b1061302~S3,b1061302x,"Special Collections, Archives & Preservation, University of Colorado Boulder",F794.7 A18,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://w",93,4567,
Colorado Directories,"New Mexico state business directory: including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,text,Denver (Colo.),Gazetter Pub. Co.,1917,English,eng,text,application/pdf,1 volume,reformatted digital,commercial directories,AAT,,,,,New Mexico--Directories,El Paso (Tex.)--Directories,Denver (Colo.)--Directories,,narv_dir_newMexico_1917.pdf,Catalog record: http://libraries.colorado.edu/record=b1061302~S3,b1061302x,"Special Collections, Archives & Preservation, University of Colorado Boulder",F794.7 A18,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://w",94,4567,
Colorado Directories,"New Mexico state business directory: including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,text,Denver (Colo.),Gazetter Pub. Co.,1918,English,eng,text,application/pdf,1 volume,reformatted digital,commercial directories,AAT,,,,,New Mexico--Directories,El Paso (Tex.)--Directories,Denver (Colo.)--Directories,,narv_dir_newMexico_1918.pdf,Catalog record: http://libraries.colorado.edu/record=b1061302~S3,b1061302x,"Special Collections, Archives & Preservation, University of Colorado Boulder",F794.7 A18,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://w",95,4567,
Colorado Directories,"New Mexico state business directory: including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,text,Denver (Colo.),Gazetter Pub. Co.,1919,English,eng,text,application/pdf,1 volume,reformatted digital,commercial directories,AAT,,,,,New Mexico--Directories,El Paso (Tex.)--Directories,Denver (Colo.)--Directories,,narv_dir_newMexico_1919.pdf,Catalog record: http://libraries.colorado.edu/record=b1061302~S3,b1061302x,"Special Collections, Archives & Preservation, University of Colorado Boulder",F794.7 A18,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://w",96,4567,
Colorado Directories,"New Mexico state business directory: including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,text,Denver (Colo.),Gazetter Pub. Co.,1920,English,eng,text,application/pdf,1 volume,reformatted digital,commercial directories,AAT,,,,,New Mexico--Directories,El Paso (Tex.)--Directories,Denver (Colo.)--Directories,,narv_dir_newMexico_1920.pdf,Catalog record: http://libraries.colorado.edu/record=b1061302~S3,b1061302x,"Special Collections, Archives & Preservation, University of Colorado Boulder",F794.7 A18,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://w",98,4567,
Colorado Directories,"New Mexico state business directory: including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,text,Denver (Colo.),Gazetter Pub. Co.,1921,English,eng,text,application/pdf,1 volume,reformatted digital,commercial directories,AAT,,,,,New Mexico--Directories,El Paso (Tex.)--Directories,Denver (Colo.)--Directories,,narv_dir_newMexico_1921.pdf,Catalog record: http://libraries.colorado.edu/record=b1061302~S3,b1061302x,"Special Collections, Archives & Preservation, University of Colorado Boulder",F794.7 A18,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://w",97,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1904,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,On title page: 1904-1905.,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1904-1905.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://w",103,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1910,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1910.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://w",104,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1913,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1913.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://w",101,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1927,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1927.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",105,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1928,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1928.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",106,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1938,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1938.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",107,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1942,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1942.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",108,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1943,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1943.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",109,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1948,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1948.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",110,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1956,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1956.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",111,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1957,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1957.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",112,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1959,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1959.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",113,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1960,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1960.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",114,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1961,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1961.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",115,4567,
Colorado Directories,"Polk's Colorado Springs (El Paso County, Colo.) city directory","Directory of Colorado Springs, Colorado City and Manitou",Polk's Colorado Springs (Colorado City and Manitou) city directory,"Colorado Springs, Colorado City, and Manitou city directory",,,,,,,text,Colorado Springs (Colo.),R.L. Polk & Co.,1962,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Colorado City (Colo.)--Directories,Colorado Springs (Colo.)--Directories,Manitou Springs (Colo.)--Directories,El Paso County (Colo.)--Directories,narv_dir_Polks_CO_SPGS_1962.pdf,Catalog record: http://libraries.colorado.edu/record=b1580383~S3,b15803831,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.C7 .C64,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",100,4567,
Colorado Directories,"Polk's Leadville (Lake County, Colo.) city directory",Leadville city directory,,,,,,,,,text,Kansas City (Mo.),R.L. Polk & Co.,1967,English,eng,text,application/pdf,1 volume,reformatted digital,city directories ,AAT,,,,,Leadville (Colo.)--Directories,Lake County (Colo.)--Directories,,,narv_dir_LeadvilleBus_1967_new_ocr.pdf,Catalog record: http://libraries.colorado.edu/record=b1605330~S3,b16053308,"Special Collections, Archives & Preservation, University of Colorado Boulder",F784.L4 P65,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",91,4567,narv_dir_LeadvilleBus_1967_new_ocr.pdf
Colorado Directories,"Wyoming state business directory: with live stock department, wool growers' department, classified department",,,,"Gazetteer Publishing Co. (Denver, Colo.)","Gazetteer Publishing Co. (Denver, Colo.)",corporate,,,,text,Denver (Colo.),Gazetteer Pub. Co.,1916,English,eng,text,application/pdf,1 volume,reformatted digital,commercial directories,AAT,,,,Industries--Wyoming--Directories,,Wyoming--Commerce--Directories,Wyoming--Directories,,narv_dir_wyoming_1916.pdf,Catalog record: http://libraries.colorado.edu/record=b1608650~S3,b16086508,"Special Collections, Archives & Preservation, University of Colorado Boulder",F759.7 .W85,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",70,4567,
Colorado Directories,"Wyoming state business directory: with live stock department, wool growers' department, classified department",,,,"Gazetteer Publishing Co. (Denver, Colo.)","Gazetteer Publishing Co. (Denver, Colo.)",corporate,,,,text,Denver (Colo.),Gazetteer Pub. Co.,1917,English,eng,text,application/pdf,1 volume,reformatted digital,commercial directories,AAT,,,,Industries--Wyoming--Directories,,Wyoming--Commerce--Directories,Wyoming--Directories,,narv_dir_wyoming_1917.pdf,Catalog record: http://libraries.colorado.edu/record=b1608650~S3,b16086508,"Special Collections, Archives & Preservation, University of Colorado Boulder",F759.7 .W85,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",69,4567,
